
P,1,6
A,1,1
W,1,5
W,2,5
W,1,1
P,3,3
W,3,0
P,2,2
P,3,5
P,2,5
A,1,0
P,2,4
W,1,4
P,2,4
P,3,4
A,2,6
A,1,5
W,1,1
W,2,5
A,2,1
A,3,3
A,2,1
A,3,4
W,2,5
W,2,5
A,3,0
P,1,3
A,3,5
P,1,2
P,2,3
A,3,5
W,2,5
P,1,3
P,3,5
W,1,1
P,2,1
P,1,5
P,1,1
W,3,1
W,2,1
A,2,4
A,3,4
A,2,5
W,3,4
W,3,4
A,2,1
P,1,4
W,2,1
A,2,6
A,2,3
P,2,3
P,2,6
W,2,1
P,3,6
P,2,3
A,2,1
W,1,1
W,3,1
W,3,0
W,1,2
A,3,3
W,3,0
P,3,3
W,3,5
P,1,4
A,2,3
W,2,3
A,1,6
A,3,1
A,3,3
P,3,4
P,2,3
A,3,2
P,3,2
P,2,4
W,1,6
P,1,1
A,3,4
P,2,1
A,3,4
A,3,4
P,1,6
A,3,0
P,2,4
A,1,6
W,3,1
W,3,2
A,2,3
A,3,1
W,3,5
P,2,2
W,2,2
A,2,5
P,2,1
A,1,4
A,2,4
W,1,5
P,3,2
A,1,2
A,1,3
W,2,1
A,2,6
P,2,3
P,2,4
W,2,3
P,1,6
A,3,5
P,3,0
A,2,3
A,1,5
A,2,3
P,3,5
A,1,2
A,2,3
P,3,1
W,3,1
W,2,0
P,3,6
P,3,2
A,2,2
P,2,4
W,3,5
P,2,0
A,2,6
A,1,5
W,1,5
A,1,5
P,3,0
W,2,5
P,1,0
P,1,2
A,1,5
A,1,2
A,1,6
A,1,2
W,3,4
P,3,2
P,2,5
P,1,0
A,1,2
W,3,3
P,2,2
A,3,1
W,3,1
P,1,1
P,2,1
A,3,5
A,2,5
W,3,0
P,1,4
W,1,0
A,1,5
W,2,4
P,3,3
W,3,3
A,3,1
P,3,4
A,3,0
P,2,0
A,2,0
A,3,6
A,1,5
W,1,3
A,3,5
A,2,5
W,3,3
P,1,2
W,2,1
W,3,1
P,1,3
A,1,6
A,3,4
A,2,5
W,3,3
W,3,4
W,2,5
P,2,5
A,2,5
A,2,6
A,1,1
W,3,2
P,1,3
W,2,5
W,1,0
W,1,0
A,2,5
W,3,3
W,2,2
A,2,3
P,1,0
W,3,3
P,1,2
W,1,1
W,1,3
A,2,1
P,1,1
W,2,5
P,1,4
W,1,4
W,1,2
W,2,6
A,2,6
A,2,3
W,3,1
W,2,3
P,1,1
P,3,3
A,2,3
A,3,3
A,1,3
P,3,2
A,1,0
A,2,3
A,2,1
A,3,6
P,2,4
A,1,3
W,3,4
W,1,0
A,3,0
A,3,0
W,1,6
W,3,4
A,1,2
W,3,0
W,1,1
W,3,1
W,3,0
A,1,2
W,1,5
A,3,0
P,2,3
W,3,1
A,3,0
A,3,1
A,1,2
P,3,1
A,3,0
W,3,5
P,2,3
W,1,0
A,2,6
W,2,4
A,2,1
W,1,0
A,2,3
W,1,1
W,1,5
W,1,2
W,2,6
A,1,5
P,2,4
A,2,0
W,1,0
A,1,0
A,1,0
P,1,3
A,2,1
W,2,5
W,2,1
W,1,2
P,1,3
P,2,2
P,2,4
P,1,6
A,1,1
W,2,3
P,2,6
P,2,5
P,3,0
P,2,3
P,3,6
A,3,6
P,3,5
A,1,5
P,1,4
P,3,2
W,3,3
P,3,5
W,2,5
W,1,4
P,2,2
A,2,2
W,2,6
P,2,3
A,1,3
P,1,3
P,2,2
A,2,6
P,2,1
A,1,6
P,1,6
W,1,5
A,1,3
W,3,3
W,3,4
A,2,4
W,2,6
W,1,5
P,3,3
A,3,3
W,1,4
P,3,4
P,1,4
A,1,5
A,2,1
A,2,2
A,1,1
P,1,4
A,3,3
W,1,0
P,2,3
W,1,0
A,1,0
P,3,2
P,2,0
P,1,3
P,2,4
P,2,1
A,1,5
A,3,6
W,1,3
A,1,2
P,3,2
A,3,0
P,3,0
A,3,5
W,1,1
P,1,4
W,2,1
W,3,2
W,3,0
W,1,4
P,1,5
A,3,0
W,2,1
P,2,2
A,2,2
P,2,6
P,3,0
A,2,5
W,3,5
P,2,0
P,3,1
W,2,3
P,3,0
A,1,4
P,1,3
W,1,3
P,2,6
A,1,2
P,3,3
P,2,0
P,2,0
A,3,0
W,3,5
P,1,4
W,3,2
W,2,4
P,2,1
P,3,3
P,3,4
P,3,6
P,3,6
P,1,4
A,2,2
P,2,1
A,2,0
A,2,1
P,2,2
A,1,0
W,3,6
W,3,5
P,3,3
W,2,1
P,1,2
A,1,4
P,2,0
A,1,5
P,2,1
A,1,6
W,3,5
P,2,4
W,3,6
W,1,1
A,3,4
P,2,6
P,2,5
P,1,0
A,2,1
A,1,1
P,2,5
P,2,2
W,3,5
W,2,1
A,3,0
W,2,1
W,3,5
A,1,0
A,3,3
W,2,5
A,1,0
W,1,4
A,3,3
W,2,3
W,1,5
A,1,5
P,3,0
W,2,3
P,3,2
W,3,1
P,2,6
W,3,4
W,3,6
W,2,5
A,2,2
W,2,6
P,1,0
A,1,3
W,2,6
A,2,2
P,2,1
P,2,0
W,2,2
P,2,4
P,3,1
W,1,6
A,1,2
A,2,3
A,1,1
P,1,4
W,1,3
P,3,4
W,3,0
A,2,0
P,3,1
A,3,1
A,1,6
W,3,2
P,3,5
P,1,4
P,3,1
A,1,0
P,1,4
P,3,1
W,3,3
W,2,1
A,1,2
W,3,2
A,3,5
W,2,4
W,2,3
A,3,1
W,2,3
W,1,6
W,3,5
W,1,6
A,3,6
A,3,0
W,1,5
P,3,5
P,1,6
A,2,2
W,1,5
P,1,5
P,3,2
A,1,1
A,3,2
W,2,3
W,1,5
A,2,0
W,1,5
A,2,5
W,2,3
P,3,1
A,1,6
A,1,1
P,3,5
W,1,0
W,3,4
P,2,4
A,1,5
A,1,1
W,2,4
P,1,4
A,3,2
P,3,5
W,2,4
P,1,3
A,1,2
A,2,3
A,1,4
A,1,0
W,3,2
P,1,6
P,3,6
A,3,0
P,3,4
P,1,4
A,3,0
A,3,4
A,3,1
P,2,0
A,3,1
P,2,0
A,2,2
W,1,6
P,3,5
A,2,0
P,3,1
A,2,5
P,2,0
W,2,5
W,3,0
W,1,4
A,2,5
W,3,0
P,1,3
W,1,6
P,1,2
W,3,6
A,1,1
A,1,1
W,1,4
W,1,5
A,2,6
A,2,4
W,3,5
A,1,2
P,3,5
P,3,4
A,3,2
W,1,3
P,3,1
P,1,3
W,1,1
W,1,5
P,3,3
A,2,6
A,1,5
P,1,1
W,3,0
P,2,3
A,2,3
P,3,3
P,2,6
A,1,1
W,2,4
W,3,6
W,2,0
A,3,1
A,2,6
A,1,4
P,1,4
P,3,4
P,3,0
W,1,4
W,1,4
A,2,6
W,2,5
W,2,6
P,2,3
P,2,6
W,3,4
W,2,4
W,1,1
A,2,6
P,3,1
P,2,2
P,2,3
P,2,0
W,1,5
A,2,5
P,3,1
W,2,0
W,3,5
W,2,3
P,2,1
P,1,4
P,1,2
P,2,2
A,2,5
W,1,6
P,1,4
W,1,3
P,1,6
A,3,4
A,2,6
P,3,6
P,1,2
P,2,3
P,1,1
W,1,6
A,2,5
W,3,4
P,3,1
P,1,2
A,2,5
P,1,1
P,2,1
W,3,1
P,2,6
P,3,4
W,2,3
P,1,0
P,1,3
W,2,4
W,2,1
A,2,2
W,2,3
P,1,2
W,2,4
P,2,2
P,3,6
A,1,6
W,2,0
W,2,2
W,1,1
A,1,5
W,1,6
W,2,6
W,3,1
A,1,0
A,1,4
P,2,6
P,3,2
A,1,2
A,1,1
A,1,1
P,3,1
P,2,1
W,1,5
W,3,0
A,2,4
A,2,5
A,2,4
P,1,5
W,3,6
W,3,1
W,2,5
W,1,3
W,1,6
A,3,1
W,2,5
W,3,2
W,2,0
W,3,0
P,2,0
P,2,2
A,2,6
A,3,5
P,3,3
A,2,4
P,2,1
P,1,3
W,2,6
A,2,6
W,1,2
W,2,3
P,3,1
W,2,5
A,3,4
P,3,5
A,2,6
P,1,2
W,2,0
A,2,2
W,3,4
A,3,5
P,1,4
A,1,2
W,2,1
P,1,4
P,3,5
P,2,6
P,3,6
A,3,4
P,2,3
W,2,5
W,2,2
P,3,0
W,2,5
A,2,3
W,3,0
A,3,4
W,3,6
W,1,5
P,2,3
W,1,1
P,1,2
W,3,4
A,3,0
A,1,1
P,2,3
P,3,0
P,2,6
P,3,2
P,3,5
A,1,1
P,2,0
W,3,1
P,3,6
W,2,2
W,1,1
W,1,5
W,1,6
A,2,4
A,3,4
A,3,3
W,3,1
W,3,0
A,2,5
W,2,1
P,3,5
W,1,5
W,3,0
A,3,4
W,1,1
W,3,5
A,2,4
A,1,2
W,2,0
A,3,5
W,3,3
A,2,0
A,1,5
A,1,5
P,3,3
P,3,4
P,3,5
A,2,5
A,2,5
W,1,0
P,1,1
P,2,6
P,3,3
W,1,5
P,3,6
W,1,4
P,3,6
P,1,6
P,3,5
A,3,0
W,2,3
P,3,6
W,3,6
W,2,6
W,1,0
A,2,3
A,1,2
P,1,0
W,2,2
W,1,4
W,3,0
P,2,5
P,3,3
A,1,3
W,3,6
A,2,2
A,1,4
W,2,3
W,2,4
A,3,0
W,2,4
W,1,5
W,2,4
W,1,4
P,1,4
W,1,4
W,1,1
A,3,3
P,1,0
W,3,5
P,1,0
P,1,0
P,3,0
P,1,0
W,1,2
A,1,1
A,2,1
W,3,4
W,2,2
A,2,5
P,2,0
W,3,5
A,3,4
W,3,5
P,2,2
W,1,0
A,2,4
P,3,0
P,1,4
A,3,4
A,3,0
W,1,5
A,3,5
P,1,3
W,3,4
W,1,2
W,2,5
A,2,1
A,3,1
W,2,4
W,1,1
W,2,2
W,1,4
P,2,6
W,3,4
A,2,1
P,3,3
A,1,4
A,3,5
A,2,0
W,1,3
W,1,3
W,2,6
A,2,3
P,1,0
A,1,2
W,3,2
P,1,5
A,3,6
A,2,5
A,3,4
W,3,5
P,3,3
P,3,6
P,2,5
P,3,2
P,2,1
P,3,6
W,2,2
W,1,5
P,1,0
W,3,4
A,1,2
A,3,1
W,1,6
A,3,2
P,3,1
P,2,2
A,2,5
W,1,5
A,2,3
P,3,6
A,1,1
W,2,3
A,3,2
W,1,3
W,2,4
W,2,2
W,3,6
P,1,0
W,3,5
W,3,6
A,1,2
P,2,4
W,2,5
P,2,0
A,1,2
W,2,1
P,1,1
W,2,2
A,1,3
W,1,0
A,1,4
W,2,3
W,1,5
W,3,4
P,1,1
A,2,4
W,2,4
W,1,5
P,1,0
A,3,4
P,3,4
A,1,0
P,2,5
P,3,0
A,3,3
W,2,5
P,1,1
P,1,4
W,3,6
W,2,1
P,1,4
P,1,6
P,1,3
W,2,6
W,1,5
P,2,1
P,3,6
P,2,2
P,2,6
P,1,0
A,1,6
W,2,3
W,1,3
W,1,1
W,1,4
A,2,4
A,1,6
A,3,6
A,3,4
W,2,2
A,1,4
P,1,4
P,3,3
W,2,5
P,1,4
A,3,4
P,3,3
A,3,6
P,2,3
W,2,4
W,1,4
P,1,3
A,1,1
A,2,2
P,2,4
W,2,3
W,3,4
W,3,3
P,3,5
W,3,6
W,3,4
A,1,6
A,1,0
W,3,6
W,2,2
P,3,3
P,3,2
A,3,4
P,3,6
A,2,2
W,1,1
A,2,3
A,1,5
W,3,3
P,2,6
A,3,6
W,3,2
W,3,6
W,1,1
A,1,1
W,1,5
W,3,1
A,3,4
W,2,2
A,1,2
P,1,2
P,3,6
P,3,0
P,2,4
W,3,2
A,2,1
W,2,3
P,2,6
P,3,3
W,1,6
W,3,4
A,2,1
W,3,0
A,1,3
A,1,6
P,2,4
P,1,3
A,3,5
A,1,4
A,3,0
A,1,0
P,3,1
P,1,6
W,1,2
P,3,1
P,1,3
W,3,4
P,2,2
A,2,3
A,3,4
A,3,3
W,2,3
A,3,1
P,1,0
W,1,3
A,1,4
P,2,5
W,2,3
P,2,3
A,1,1
A,2,6
W,2,2
A,2,5
A,1,0
P,3,5
P,2,4
A,2,2
W,1,5
A,3,5
A,3,1
A,1,6
W,3,4
W,2,5
W,3,5
A,1,6
P,2,1
A,2,6
W,3,1
A,1,5
P,1,4
A,2,6
A,3,2
W,2,1
P,1,3
P,2,1
P,1,0
P,1,0
P,3,1
P,2,5
P,3,6
W,1,0
A,1,0
W,1,5
W,3,6
W,3,5
P,3,6
A,1,2
P,1,6
W,3,3
W,2,3
W,2,5
P,3,4
P,3,3
A,2,6
A,2,2
W,1,3
W,3,0
A,3,1
W,1,1
A,2,2
W,3,0
P,2,5
P,3,6
W,1,4
A,3,5
W,1,5
P,1,5
P,2,4
W,2,1
W,2,5
W,3,1
A,2,4
W,1,6
A,1,6
A,1,0
A,3,5
W,1,4
P,1,4
A,3,4
P,3,4
W,1,2
P,2,2
A,1,5
A,3,0
A,1,5
W,1,4
A,1,6
W,2,3
A,3,3
P,2,3
A,1,2
A,1,5
P,1,5
A,1,1
A,1,5
P,2,4
P,1,6
A,3,5
P,1,4
P,1,5
A,3,1
W,1,3
P,1,4
A,1,0
P,2,6
A,1,3
W,2,2
P,3,6
W,1,4
W,1,0
W,3,5
A,1,4
A,2,0
P,3,6
P,1,5
P,1,5
P,2,1
W,2,1
A,2,6
A,3,2
W,1,5
W,2,5
P,3,6
P,3,5
P,2,5
W,2,4
W,2,6
W,2,3
W,2,6
P,2,3
W,1,4
W,1,3
W,3,1
P,1,4
P,1,2
P,3,6
W,2,5
P,2,2
W,3,3
W,1,4
P,3,6
W,3,2
P,3,6
P,2,2
P,2,0
W,1,6
W,3,2
P,2,4
A,1,5
A,3,2
P,1,6
A,1,2
A,2,2
P,2,0
P,1,2
A,3,4
P,2,0
A,1,4
P,1,4
P,1,6
P,3,5
P,2,4
P,3,6
W,2,6
W,3,5
W,2,6
P,2,1
W,3,0
P,3,3
P,1,3
A,1,4
P,2,4
W,1,4
A,2,5
W,3,6
W,1,3
W,1,0
A,3,1
A,3,5
W,3,3
A,1,3
A,1,3
W,2,3
W,3,4
W,3,5
W,2,1
W,3,5
W,3,3
A,3,3
W,2,5
W,1,2
P,2,6
P,1,5
P,2,2
P,1,1
A,2,6
W,1,2
P,2,2
P,3,6
P,2,5
P,1,5
P,2,6
W,2,5
A,1,3
W,2,4
P,2,3
W,1,0
P,2,2
A,3,0
A,1,6
W,1,6
P,1,5
P,3,0
A,1,5
P,3,0
W,3,2
A,2,2
P,2,5
W,2,5
P,3,6
P,2,3
W,2,6
W,1,3
A,1,4
W,1,6
A,2,6
P,3,3
A,3,4
A,1,4
A,1,0
P,3,4
A,3,3
P,2,4
P,3,6
A,2,6
P,3,6
W,2,2
W,2,4
A,1,1
P,3,3
P,1,2
A,1,3
A,3,3
A,3,1
W,3,1
W,2,5
W,2,3
P,2,6
W,1,4
P,3,4
A,1,2
W,1,0
P,2,5
P,1,5
P,2,2
P,1,3
W,1,4
W,1,3
P,3,6
A,1,4
P,1,4
P,2,6
W,1,6
A,2,6
A,1,2
P,1,1
A,1,2
P,3,2
A,2,2
W,3,5
A,2,2
P,2,2
P,2,6
A,2,0
W,2,0
A,2,0
W,3,2
A,2,5
P,3,6
P,2,6
P,3,0
W,1,0
W,2,5
P,2,3
A,3,0
A,1,1
W,1,0
W,2,5
P,2,1
P,3,3
P,1,1
A,2,5
W,1,5
P,3,4
W,1,1
W,3,4
W,2,2
A,1,4
P,3,2
A,1,3
A,2,4
W,2,3
W,1,2
P,3,0
A,1,5
W,3,3
W,2,2
W,2,4
A,1,6
P,2,4
P,3,1
W,3,6
P,2,5
P,3,2
W,2,0
W,3,5
W,1,5
P,3,1
P,1,6
P,2,2
W,3,6
P,2,0
P,3,4
W,2,0
A,1,5
P,1,4
P,2,2
P,3,2
W,1,5
P,3,2
W,2,5
P,3,4
P,1,1
W,2,1
A,1,1
P,3,1
A,3,1
W,1,0
W,1,2
A,2,1
A,3,5
P,3,5
A,1,2
P,2,5
A,3,1
P,2,5
W,2,1
P,2,4
P,1,4
P,2,1
P,2,2
W,2,5
A,1,3
W,2,4
A,2,1
W,3,0
W,3,6
P,1,1
A,3,2
W,2,6
W,2,4
P,3,1
W,3,6
P,2,3
P,1,2
A,1,5
W,2,2
A,2,0
W,3,4
A,2,1
W,2,6
P,3,6
W,2,6
A,3,1
W,2,4
P,2,6
W,3,3
A,3,1
A,3,2
A,3,0
A,2,4
A,1,6
A,2,1
A,1,0
W,1,6
P,2,1
P,2,6
A,2,0
W,1,4
P,2,5
A,1,2
W,1,1
A,2,3
A,1,5
W,1,1
A,3,6
A,2,6
P,3,3
W,3,0
P,1,4
P,3,3
P,3,6
P,3,5
W,2,3
W,1,6
P,2,3
P,1,6
W,1,0
A,3,6
W,1,2
P,1,5
P,3,3
P,1,1
A,2,0
P,1,2
A,3,6
P,2,4
W,3,2
P,3,4
W,3,4
W,1,5
P,2,0
W,1,2
P,1,3
W,1,3
A,3,4
W,2,6
A,1,1
W,2,5
W,2,3
P,3,4
P,1,6
P,3,4
A,2,1
A,1,5
P,2,5
P,1,3
P,1,2
A,1,0
A,1,5
P,2,3
W,1,3
W,2,4
P,3,3
P,3,0
W,2,0
P,3,2
A,2,3
W,2,1
W,3,4
A,2,2
P,2,2
W,3,4
A,3,2
W,3,6
A,2,6
P,1,0
W,2,3
W,1,2
W,1,0
P,2,4
A,1,3
A,2,0
P,1,6
W,2,3
P,3,6
A,3,4
W,3,6
W,3,2
W,2,3
W,3,3
A,2,0
A,3,0
A,3,4
P,2,6
A,1,1
P,3,2
P,2,4
W,1,1
A,3,0
P,3,0
A,2,6
W,2,3
P,3,5
P,3,0
A,1,1
P,2,6
W,2,4
P,2,0
W,1,3
A,3,1
P,3,2
P,1,3
P,1,3
P,3,5
A,1,6
W,3,0
P,1,6
P,3,5
W,3,0
W,2,1
A,3,2
P,3,5
P,1,5
W,2,5
A,3,4
A,1,2
P,2,5
W,1,1
P,1,3
W,3,0
W,3,6
P,3,6
P,3,0
W,3,5
W,1,6
A,3,3
A,2,6
W,1,5
W,2,2
W,3,6
W,1,5
W,2,0
W,2,5
P,3,5
A,1,4
A,1,4
P,1,6
A,3,2
A,2,5
W,2,1
W,2,5
A,3,2
W,3,1
P,1,1
A,2,6
A,1,1
P,2,1
W,1,2
W,1,0
W,1,5
W,2,3
A,2,5
P,3,0
W,2,0
P,2,1
P,1,3
W,3,0
A,3,6
W,3,3
A,2,0
A,3,3
W,1,5
W,2,4
A,3,0
W,1,0
W,3,4
A,1,5
P,3,2
W,3,2
P,2,0
P,1,4
W,3,2
P,3,6
A,1,5
W,1,2
A,2,1
P,3,6
W,2,5
W,3,5
A,2,1
W,2,4
P,3,4
W,2,1
P,1,5
P,3,5
A,3,4
A,3,6
P,1,1
P,2,6
P,3,2
P,3,3
P,1,5
A,1,2
P,3,5
W,1,2
W,2,3
P,1,5
A,1,5
A,1,1
P,2,3
A,2,3
P,2,2
P,2,3
W,2,2
P,3,6
P,2,1
A,2,1
W,1,2
W,1,5
W,3,5
A,2,2
P,3,5
A,2,2
A,2,5
W,2,0
W,3,3
A,2,4
P,3,4
W,1,1
A,1,4
A,1,1
W,1,5
A,2,6
P,3,5
W,1,3
P,2,4
W,2,2
A,2,0
W,1,1
P,3,5
W,2,5
W,1,3
A,1,6
P,2,3
W,3,2
W,2,6
W,3,3
P,1,5
A,2,5
P,3,0
W,1,3
W,2,5
W,2,0
P,1,0
A,2,1
P,1,4
W,3,4
W,2,1
W,3,3
W,3,5
P,3,3
P,2,3
W,1,4
P,1,6
P,1,4
W,3,6
W,1,6
P,3,2
P,1,2
W,3,3
P,3,3
W,3,5
A,1,3
P,3,4
A,3,5
P,1,2
W,1,0
P,3,1
A,2,1
W,1,6
W,3,0
P,3,1
W,2,0
W,3,2
W,2,2
P,3,0
A,3,4
P,3,1
P,3,6
P,1,0
A,2,4
W,2,6
W,1,1
A,1,3
P,2,3
P,2,0
P,2,4
A,1,6
A,2,3
P,3,0
W,3,0
P,1,1
W,2,6
P,1,2
P,1,3
W,2,1
W,3,4
A,1,4
P,1,0
P,1,6
W,2,4
P,2,0
W,1,6
W,1,0
A,3,2
P,3,0
P,2,4
A,1,6
W,3,5
P,2,5
W,3,2
W,3,1
A,3,6
W,3,1
A,1,2
A,1,2
A,3,0
P,3,3
P,2,1
A,3,3
P,3,1
W,3,5
P,1,2
W,2,4
P,2,3
A,2,4
P,2,6
W,3,0
P,2,6
W,2,6
A,3,1
P,1,1
P,2,1
A,1,3
P,1,4
A,3,4
A,2,0
A,2,6
A,1,6
P,3,4
P,2,1
W,2,1
W,2,0
P,2,6
W,1,2
P,3,4
W,2,0
A,1,5
P,2,5
A,2,2
A,3,2
P,1,1
W,3,6
A,2,0
P,1,5
A,3,4
W,1,2
A,2,5
P,2,6
W,3,4
P,3,2
P,3,0
A,3,2
W,2,2
P,2,5
W,2,0
A,1,2
A,3,6
A,3,2
P,3,6
P,2,1
A,1,1
W,1,6
P,1,6
P,2,3
A,3,4
P,1,3
A,2,6
A,3,6
A,3,0
A,3,0
W,3,4
A,3,6
A,1,1
P,2,6
P,1,5
W,3,2
A,2,3
P,2,2
W,1,0
W,3,6
W,3,0
W,3,1
A,1,2
P,2,3
W,1,5
A,1,2
A,2,4
W,3,6
P,1,2
W,2,0
W,1,2
P,2,2
A,2,1
W,1,6
P,3,2
A,2,1
P,3,0
A,2,0
P,1,6
P,2,2
W,2,3
W,3,6
A,1,2
A,2,5
W,2,0
W,2,1
P,2,0
P,3,1
P,3,1
P,2,3
P,3,0
W,3,5
A,1,1
P,1,4
P,3,0
P,3,1
A,3,5
A,2,6
P,1,0
W,3,1
W,2,4
W,1,1
A,3,4
A,3,3
P,2,0
P,2,4
W,2,4
P,3,3
W,3,6
P,2,3
W,2,6
W,3,5
A,2,2
A,2,6
W,2,6
A,3,1
P,2,5
P,3,1
A,3,2
A,2,3
W,1,6
W,1,3
W,1,1
W,3,0
A,3,6
P,1,4
W,1,0
W,1,5
W,2,4
W,2,4
P,2,0
A,1,6
P,1,1
P,3,4
P,3,3
W,3,4
A,2,6
W,3,3
A,1,6
P,3,1
W,2,6
P,2,5
W,3,4
W,2,6
P,3,5
P,2,2
W,2,5
P,1,4
W,2,3
P,3,6
A,2,5
P,2,0
A,1,2
P,2,1
P,2,3
W,3,1
P,3,6
A,1,3
A,3,2
W,1,6
A,2,4
W,1,5
A,3,1
A,3,3
W,3,1
A,3,3
P,2,1
P,3,4
W,1,2
W,2,0
P,1,0
P,2,2
W,1,3
P,1,2
W,3,3
A,1,0
A,3,4
P,3,5
W,3,2
W,1,5
P,3,5
P,2,1
P,1,5
A,3,3
W,3,6
P,1,3
W,1,5
A,3,5
W,3,2
A,2,1
W,3,4
A,3,1
P,1,0
A,3,5
W,3,3
P,2,0
W,1,2
P,3,5
P,3,6
A,2,0
A,2,0
A,1,5
A,3,6
W,1,1
A,2,3
P,2,5
W,2,0
P,2,6
P,3,5
P,2,6
W,3,4
P,1,2
A,1,1
A,2,4
A,1,3
P,2,3
P,1,5
W,2,3
P,2,2
A,2,2
W,1,3
P,3,5
A,3,0
P,1,5
W,2,5
P,1,1
A,3,2
W,1,2
W,2,1
A,2,1
P,3,0
W,3,5
P,2,3
P,1,4
W,1,1
W,2,1
W,2,3
W,1,5
W,3,0
A,1,5
P,2,6
W,3,2
W,2,5
W,2,1
W,1,1
A,2,6
A,3,5
A,2,4
A,2,2
W,3,0
P,1,5
P,3,3
P,1,6
W,2,4
A,1,6
W,1,5
A,3,3
P,3,5
A,2,0
P,3,6
A,1,0
P,1,1
P,2,4
W,1,5
P,2,2
W,1,4
W,2,3
W,1,4
W,3,1
P,1,4
A,3,3
A,3,6
A,3,4
A,1,3
A,2,2
A,3,3
W,2,0
A,1,2
W,2,4
W,2,3
P,3,1
A,3,1
A,3,1
A,1,0
W,3,0
A,1,4
W,2,3
A,2,6
W,3,5
P,3,1
P,2,3
A,2,5
P,2,5
A,1,6
W,3,1
W,3,4
A,1,1
P,2,0
A,2,6
W,3,4
A,3,4
P,3,2
A,1,3
W,1,2
A,1,3
A,1,1
A,1,5
A,1,5
A,1,5
P,1,0
A,1,6
A,2,1
W,2,3
W,3,5
P,3,2
P,2,5
W,1,6
W,1,4
P,1,5
P,3,4
W,2,2
A,2,2
A,1,1
W,3,5
A,1,1
A,2,6
W,3,2
W,2,2
P,1,6
W,1,4
P,3,2
W,3,4
W,3,3
A,2,0
P,2,5
P,2,3
W,2,3
W,2,6
A,1,3
W,3,4
A,3,0
P,1,5
W,3,3
A,3,1
W,3,1
W,1,5
A,2,4
A,3,6
P,3,5
P,2,1
W,3,5
P,1,4
W,2,1
P,2,6
P,1,1
W,2,0
W,2,5
P,1,4
A,1,0
A,3,3
W,1,2
W,2,2
W,2,3
P,2,2
W,1,6
P,2,2
W,2,0
